file,line,class,method,route,reason_excerpt,classification,first_tenant_exposed,fix_pr_or_acceptance,owner,notes
apps/api/app/Modules/Product/Presentation/Controllers/HealthClaimController.php,88,HealthClaimController,store,TBD,Health claims catalog: creates a new entry in the platform-shared regulatory health-claim catalog with locale translations; every tenant see,legitimate-platform,yes,legitimate-platform 2026-05-13 — platform-shared regulatory reference data (no tenant_id on table),@otospexsolutions,
apps/api/app/Modules/Product/Presentation/Controllers/HealthClaimController.php,142,HealthClaimController,update,TBD,Health claims catalog: updates a global health-claim record in the platform-shared regulatory catalog (no tenant_id on table); cross-tenant ,legitimate-platform,yes,legitimate-platform 2026-05-13 — platform-shared regulatory reference data (no tenant_id on table),@otospexsolutions,
apps/api/app/Modules/Product/Presentation/Controllers/HealthClaimController.php,226,HealthClaimController,destroy,TBD,Health claims catalog: deletes a global health-claim record (no tenant_id on table) after checking health_claim_product usage; destructive o,legitimate-platform,yes,legitimate-platform 2026-05-13 — platform-shared regulatory reference data (no tenant_id on table),@otospexsolutions,
apps/api/app/Modules/Product/Presentation/Controllers/IngredientController.php,27,IngredientController,index,TBD,Ingredients catalog: global reference data (the ingredients table has no tenant_id column — every tenant queries the same shared regulatory ,legitimate-platform,yes,legitimate-platform 2026-05-13 — platform-shared regulatory reference data (no tenant_id on table),@otospexsolutions,
apps/api/app/Modules/Product/Presentation/Controllers/IngredientController.php,58,IngredientController,show,TBD,Ingredients catalog: reads a single global ingredient record from the platform-shared catalog (no tenant_id column on ingredients table).,legitimate-platform,yes,legitimate-platform 2026-05-13 — platform-shared regulatory reference data (no tenant_id on table),@otospexsolutions,
apps/api/app/Modules/Product/Presentation/Controllers/IngredientController.php,88,IngredientController,store,TBD,Ingredients catalog: creates a new entry in the platform-shared regulatory ingredient catalog (no tenant_id on ingredients/ingredient_transl,legitimate-platform,yes,legitimate-platform 2026-05-13 — platform-shared regulatory reference data (no tenant_id on table),@otospexsolutions,
apps/api/app/Modules/Product/Presentation/Controllers/IngredientController.php,140,IngredientController,update,TBD,Ingredients catalog: updates a global ingredient record in the platform-shared catalog (no tenant_id on table); cross-tenant by data design.,legitimate-platform,yes,legitimate-platform 2026-05-13 — platform-shared regulatory reference data (no tenant_id on table),@otospexsolutions,
apps/api/app/Modules/Product/Presentation/Controllers/IngredientController.php,222,IngredientController,destroy,TBD,Ingredients catalog: deletes a global ingredient record (no tenant_id on table); destructive operation affects every tenant's reference cata,legitimate-platform,yes,legitimate-platform 2026-05-13 — platform-shared regulatory reference data (no tenant_id on table),@otospexsolutions,
apps/api/app/Modules/Product/Presentation/Controllers/KeyComponentController.php,27,KeyComponentController,index,TBD,Key components catalog: global reference data (the product_key_components table has no tenant_id column — every tenant queries the same shar,legitimate-platform,yes,legitimate-platform 2026-05-13 — platform-shared regulatory reference data (no tenant_id on table),@otospexsolutions,
apps/api/app/Modules/Product/Presentation/Controllers/KeyComponentController.php,58,KeyComponentController,show,TBD,Key components catalog: reads a single global key-component record from the platform-shared catalog (no tenant_id on table).,legitimate-platform,yes,legitimate-platform 2026-05-13 — platform-shared regulatory reference data (no tenant_id on table),@otospexsolutions,
apps/api/app/Modules/Product/Presentation/Controllers/KeyComponentController.php,88,KeyComponentController,store,TBD,Key components catalog: creates a new entry in the platform-shared key-component catalog; every tenant sees the new record. Permission-gated,legitimate-platform,yes,legitimate-platform 2026-05-13 — platform-shared regulatory reference data (no tenant_id on table),@otospexsolutions,
apps/api/app/Modules/Product/Presentation/Controllers/KeyComponentController.php,132,KeyComponentController,update,TBD,Key components catalog: updates a global key-component record in the platform-shared catalog (no tenant_id on table); cross-tenant by data d,legitimate-platform,yes,legitimate-platform 2026-05-13 — platform-shared regulatory reference data (no tenant_id on table),@otospexsolutions,
apps/api/app/Modules/Product/Presentation/Controllers/KeyComponentController.php,206,KeyComponentController,destroy,TBD,Key components catalog: deletes a global key-component record (no tenant_id on table) after checking key_component_product usage; destructiv,legitimate-platform,yes,legitimate-platform 2026-05-13 — platform-shared regulatory reference data (no tenant_id on table),@otospexsolutions,
apps/api/app/Modules/PurchaseHub/Presentation/Controllers/PurchaseHubOfferController.php,35,PurchaseHubOfferController,show,TBD,PurchaseHub outbound integration: PurchaseHubService::getOffer($id) makes a tenant-tagged HTTP GET to the upstream PurchaseHub platform via ,legitimate-platform,no,legitimate-platform 2026-05-13 — auto-locked from generator heuristic (Spatie/super-admin/webhook/static-reference); see scripts/generate-cross-tenant-inventory.py classify(),@otospexsolutions,
apps/api/app/Modules/PurchaseHub/Presentation/Controllers/PurchaseHubOrderController.php,19,PurchaseHubOrderController,store,TBD,PurchaseHub outbound integration: PurchaseHubService::placeOrder makes a tenant-tagged HTTP POST to the upstream PurchaseHub platform via Pl,legitimate-platform,no,legitimate-platform 2026-05-13 — auto-locked from generator heuristic (Spatie/super-admin/webhook/static-reference); see scripts/generate-cross-tenant-inventory.py classify(),@otospexsolutions,
apps/api/app/Modules/PurchaseHub/Presentation/Controllers/PurchaseHubOrderController.php,43,PurchaseHubOrderController,index,TBD,PurchaseHub outbound integration: PurchaseHubService::getOrders makes a tenant-tagged HTTP GET via PlatformHttpClient; upstream returns the ,legitimate-platform,no,legitimate-platform 2026-05-13 — auto-locked from generator heuristic (Spatie/super-admin/webhook/static-reference); see scripts/generate-cross-tenant-inventory.py classify(),@otospexsolutions,
apps/api/app/Modules/PurchaseHub/Presentation/Controllers/PurchaseHubOrderController.php,54,PurchaseHubOrderController,show,TBD,PurchaseHub outbound integration: PurchaseHubService::getOrder($id) makes a tenant-tagged HTTP GET via PlatformHttpClient; upstream platform,legitimate-platform,no,legitimate-platform 2026-05-13 — auto-locked from generator heuristic (Spatie/super-admin/webhook/static-reference); see scripts/generate-cross-tenant-inventory.py classify(),@otospexsolutions,
apps/api/app/Modules/PurchaseHub/Presentation/Controllers/PurchaseHubWebhookController.php,66,PurchaseHubWebhookController,__invoke,TBD,PurchaseHub webhook entry — STUB shape: ZERO DB access; ZERO Bus/Event/Queue dispatch; ZERO Notification send. Today the body is a verifiabl,legitimate-platform,no,legitimate-platform 2026-05-13 — auto-locked from generator heuristic (Spatie/super-admin/webhook/static-reference); see scripts/generate-cross-tenant-inventory.py classify(),@otospexsolutions,
apps/api/app/Modules/Taxation/Presentation/Controllers/StampDutyRuleController.php,20,StampDutyRuleController,index,TBD,Stamp-duty rules catalog: global reference data scoped by country_code (no tenant_id column on stamp_duty_rules table — every tenant queries,legitimate-platform,no,legitimate-platform 2026-05-13 — auto-locked from generator heuristic (Spatie/super-admin/webhook/static-reference); see scripts/generate-cross-tenant-inventory.py classify(),@otospexsolutions,
apps/api/app/Modules/Taxation/Presentation/Controllers/StampDutyRuleController.php,51,StampDutyRuleController,show,TBD,Stamp-duty rules catalog: reads a single global rule from the platform-shared regulatory catalog (no tenant_id on table); rules are country-,legitimate-platform,no,legitimate-platform 2026-05-13 — auto-locked from generator heuristic (Spatie/super-admin/webhook/static-reference); see scripts/generate-cross-tenant-inventory.py classify(),@otospexsolutions,
apps/api/app/Modules/Taxation/Presentation/Controllers/StampDutyRuleController.php,62,StampDutyRuleController,store,TBD,Stamp-duty rules catalog: creates a new rule in the platform-shared regulatory catalog (country_code-scoped; no tenant_id); every tenant in ,legitimate-platform,no,legitimate-platform 2026-05-13 — auto-locked from generator heuristic (Spatie/super-admin/webhook/static-reference); see scripts/generate-cross-tenant-inventory.py classify(),@otospexsolutions,
apps/api/app/Modules/Taxation/Presentation/Controllers/StampDutyRuleController.php,86,StampDutyRuleController,update,TBD,Stamp-duty rules catalog: updates a global rule in the platform-shared regulatory catalog; cross-tenant by data design (country_code-scoped),legitimate-platform,no,legitimate-platform 2026-05-13 — auto-locked from generator heuristic (Spatie/super-admin/webhook/static-reference); see scripts/generate-cross-tenant-inventory.py classify(),@otospexsolutions,
apps/api/app/Modules/Taxation/Presentation/Controllers/StampDutyRuleController.php,106,StampDutyRuleController,destroy,TBD,Stamp-duty rules catalog: deletes a global rule from the platform-shared regulatory catalog; destructive operation affects every tenant in t,legitimate-platform,no,legitimate-platform 2026-05-13 — auto-locked from generator heuristic (Spatie/super-admin/webhook/static-reference); see scripts/generate-cross-tenant-inventory.py classify(),@otospexsolutions,
